"x","y"
1471.0000000000002,921.5
1370.4,864.3
1255.,798.5
1146.121267812518,745.4850712500727
1015.4914360934672,690.0921442675251
918.841886116992,639.5256583509746
813.4472135955,589.77639320225
734.2236067977497,557.5527864044999
591.9999999999995,532.5
466.44721359549993,485.22360679775
420.5,375.0000000000003
534.5000312687079,275.99440824445264
730.4963229387753,290.0605271876555
945.667818080585,387.6262953406582
1028.,468.5
1039.266996495694,552.4227444515155
1122.7226499018875,596.583974852831
1244.79959058299,663.5419213325489
1285.7226499018873,723.5839748528311
1384.103005240525,804.5107251075067
1461.5332198660376,908.1792102300037
